Datum,Zeit,BEN,NO,NO2,O3,PM10,PM2.5,SO2
dd-mm-yy,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2016-10-12,00:30,,0,0,,,,
2016-10-12,01:00,0.0,,,11,11,,0.5
2016-10-12,01:30,,0,0,,,,
2016-10-12,02:00,0.0,,,7,9,,0.5
2016-10-12,02:30,,0,0,,,,
2016-10-12,03:00,0.0,,,6,8,,0.5
2016-10-12,03:30,,0,0,,,,
2016-10-12,04:00,0.0,,,8,4,,0.5
2016-10-12,04:30,,0,0,,,,
2016-10-12,05:00,0.0,,,8,4,,0.5
2016-10-12,05:30,,0,0,,,,
2016-10-12,06:00,0.0,,,7,1,,0.5
2016-10-12,06:30,,0,0,,,,
2016-10-12,07:00,0.0,,,9,0,,0.5
2016-10-12,07:30,,0,0,,,,
2016-10-12,08:00,0.0,,,8,0,,0.5
2016-10-12,08:30,,0,0,,,,
2016-10-12,09:00,0.0,,,9,1,,0.5
2016-10-12,09:30,,0,0,,,,
2016-10-12,10:00,0.0,,,12,2,,0.5
2016-10-12,10:30,,0,0,,,,
2016-10-12,11:00,0.0,,,12,2,,0.5
2016-10-12,11:30,,0,0,,,,
2016-10-12,12:00,0.0,,,18,2,,0.5
2016-10-12,12:30,,0,0,,,,
2016-10-12,13:00,0.0,,,18,1,,0.5
2016-10-12,13:30,,0,0,,,,
2016-10-12,14:00,0.0,,,15,2,,0.5
2016-10-12,14:30,,0,0,,,,
2016-10-12,15:00,0.0,,,15,6,,0.5
2016-10-12,15:30,,0,0,,,,
2016-10-12,16:00,0.0,,,17,7,,0.5
2016-10-12,16:30,,0,0,,,,
2016-10-12,17:00,0.0,,,18,5,,0.5
2016-10-12,17:30,,0,0,,,,
2016-10-12,18:00,0.0,,,17,4,,0.5
2016-10-12,18:30,,0,0,,,,
2016-10-12,19:00,0.0,,,16,3,,0.5
2016-10-12,19:30,,0,0,,,,
2016-10-12,20:00,0.0,,,16,2,,0.5
2016-10-12,20:30,,0,0,,,,
2016-10-12,21:00,0.0,,,16,1,,0.5
2016-10-12,21:30,,0,0,,,,
2016-10-12,22:00,0.0,,,14,3,,0.5
2016-10-12,22:30,,0,0,,,,
2016-10-12,23:00,0.0,,,13,1,,0.5
2016-10-12,23:30,,0,0,,,,
2016-10-13,00:00,0.0,,,12,0,,0.5
2016-10-13,00:30,,0,0,,,,
2016-10-13,01:00,0.0,,,13,1,,0.5
2016-10-13,01:30,,0,0,,,,
2016-10-13,02:00,0.0,,,15,2,,0.5
2016-10-13,02:30,,0,0,,,,
2016-10-13,03:00,0.0,,,26,1,,1.4
2016-10-13,03:30,,0,0,,,,
2016-10-13,04:00,0.0,,,27,0,,1.9
2016-10-13,04:30,,0,0,,,,
