Datum,Zeit,BEN,NO,NO2,O3,PM10,PM2.5,SO2
dd-mm-yy,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2016-10-10,11:30,,0,0,0,,,
2016-10-10,12:00,,86,52,,,,
2016-10-10,12:30,,0,0,0,,,
2016-10-10,13:00,,89,53,,,,
2016-10-10,13:30,,0,0,0,,,
2016-10-10,14:00,,102,56,,,,
2016-10-10,14:30,,0,0,0,,,
2016-10-10,15:00,,69,45,,,,
2016-10-10,15:30,,0,0,0,,,
2016-10-10,16:00,,57,41,,,,
2016-10-10,16:30,,0,0,0,,,
2016-10-10,17:00,,44,36,,,,
2016-10-10,17:30,,0,0,0,,,
2016-10-10,18:00,,46,37,,,,
2016-10-10,18:30,,0,0,0,,,
2016-10-10,19:00,,39,35,,,,
2016-10-10,19:30,,0,0,0,,,
2016-10-10,20:00,,24,38,,,,
2016-10-10,20:30,,0,0,0,,,
2016-10-10,21:00,,17,34,,,,
2016-10-10,21:30,,0,0,0,,,
2016-10-10,22:00,,23,30,,,,
2016-10-10,22:30,,0,0,0,,,
2016-10-10,23:00,,15,28,,,,
2016-10-10,23:30,,0,0,0,,,
2016-10-11,00:00,,9,23,,,,
2016-10-11,00:30,,0,0,0,,,
2016-10-11,01:00,,10,23,,,,
2016-10-11,01:30,,0,0,0,,,
2016-10-11,02:00,,10,23,,,,
2016-10-11,02:30,,0,0,0,,,
2016-10-11,03:00,,11,18,,,,
2016-10-11,03:30,,0,0,0,,,
2016-10-11,04:00,,15,20,,,,
2016-10-11,04:30,,0,0,0,,,
2016-10-11,05:00,,9,21,,,,
2016-10-11,05:30,,0,0,0,,,
2016-10-11,06:00,,79,38,,,,
2016-10-11,06:30,,0,0,0,,,
2016-10-11,07:00,,70,40,,,,
2016-10-11,07:30,,0,0,0,,,
2016-10-11,08:00,,81,37,,,,
2016-10-11,08:30,,0,0,0,,,
2016-10-11,09:00,,57,36,,,,
2016-10-11,09:30,,0,0,0,,,
2016-10-11,10:00,,46,36,,,,
2016-10-11,10:30,,0,0,0,,,
2016-10-11,11:00,,30,26,,,,
2016-10-11,11:30,,0,0,0,,,
2016-10-11,12:00,,18,23,,,,
2016-10-11,12:30,,0,0,0,,,
2016-10-11,13:00,,31,26,,,,
2016-10-11,13:30,,0,0,0,,,
2016-10-11,14:00,,15,17,,,,
2016-10-11,14:30,,0,0,0,,,
2016-10-11,15:00,,20,25,,,,
2016-10-11,15:30,,0,0,0,,,
2016-10-11,16:00,,21,29,,,,
2016-10-11,16:30,,0,0,0,,,
2016-10-11,17:00,,47,39,,,,
2016-10-11,17:30,,0,0,0,,,
2016-10-11,18:00,,25,32,,,,
2016-10-11,18:30,,0,0,0,,,
2016-10-11,19:00,,19,29,,,,
2016-10-11,19:30,,0,0,0,,,
2016-10-11,20:00,,11,25,,,,
2016-10-11,20:30,,0,0,0,,,
2016-10-11,21:00,,9,22,,,,
2016-10-11,21:30,,0,0,0,,,
2016-10-11,22:00,,6,19,,,,
2016-10-11,22:30,,0,0,0,,,
2016-10-11,23:00,,7,16,,,,
2016-10-11,23:30,,0,0,0,,,
2016-10-12,00:00,,3,17,,,,
2016-10-12,00:30,,0,0,0,,,
2016-10-12,01:00,,3,12,,,,
2016-10-12,01:30,,0,0,0,,,
2016-10-12,02:00,,1,9,,,,
2016-10-12,02:30,,0,0,0,,,
2016-10-12,03:00,,1,11,,,,
2016-10-12,03:30,,0,0,0,,,
2016-10-12,04:00,,2,11,,,,
2016-10-12,04:30,,0,0,0,,,
2016-10-12,05:00,,5,13,,,,
2016-10-12,05:30,,0,0,0,,,
2016-10-12,06:00,,13,15,,,,
2016-10-12,06:30,,0,0,0,,,
2016-10-12,07:00,,14,17,,,,
2016-10-12,07:30,,0,0,0,,,
2016-10-12,08:00,,22,17,,,,
2016-10-12,08:30,,0,0,0,,,
2016-10-12,09:00,,12,12,,,,
2016-10-12,09:30,,0,0,0,,,
2016-10-12,10:00,,18,13,,,,
2016-10-12,10:30,,0,0,0,,,
2016-10-12,11:00,,19,13,,,,
2016-10-12,11:30,,0,0,0,,,
2016-10-12,12:00,,23,13,,,,
2016-10-12,12:30,,0,0,0,,,
2016-10-12,13:00,,19,14,,,,
2016-10-12,13:30,,0,0,0,,,
2016-10-12,14:00,,18,14,,,,
2016-10-12,14:30,,0,0,0,,,
2016-10-12,15:00,,22,16,,,,
2016-10-12,15:30,,0,0,0,,,
2016-10-12,16:00,,18,18,,,,
2016-10-12,16:30,,0,0,0,,,
2016-10-12,17:00,,12,14,,,,
2016-10-12,17:30,,0,0,0,,,
2016-10-12,18:00,,14,18,,,,
2016-10-12,18:30,,0,0,0,,,
2016-10-12,19:00,,5,16,,,,
2016-10-12,19:30,,0,0,0,,,
2016-10-12,20:00,,3,13,,,,
2016-10-12,20:30,,0,0,0,,,
2016-10-12,21:00,,3,12,,,,
2016-10-12,21:30,,0,0,0,,,
2016-10-12,22:00,,4,14,,,,
2016-10-12,22:30,,0,0,0,,,
2016-10-12,23:00,,2,11,,,,
2016-10-12,23:30,,0,0,0,,,
2016-10-13,00:00,,2,11,,,,
2016-10-13,00:30,,0,0,0,,,
2016-10-13,01:00,,1,10,,,,
2016-10-13,01:30,,0,0,0,,,
2016-10-13,02:00,,1,8,,,,
2016-10-13,02:30,,0,0,0,,,
2016-10-13,03:00,,1,9,,,,
2016-10-13,03:30,,0,0,0,,,
2016-10-13,04:00,,1,9,,,,
2016-10-13,04:30,,0,0,0,,,
2016-10-13,05:00,,4,11,,,,
2016-10-13,05:30,,0,0,0,,,
2016-10-13,06:00,,12,15,,,,
2016-10-13,06:30,,0,0,0,,,
2016-10-13,07:00,,12,16,,,,
2016-10-13,07:30,,0,0,0,,,
2016-10-13,08:00,,11,14,,,,
2016-10-13,08:30,,0,0,0,,,
2016-10-13,09:00,,18,14,,,,
2016-10-13,09:30,,0,0,0,,,
2016-10-13,10:00,,0,9,,,,
2016-10-13,10:30,,0,0,0,,,
2016-10-13,11:00,,0,11,,,,
2016-10-13,11:30,,0,0,0,,,
2016-10-13,12:00,,0,11,,,,
2016-10-13,12:30,,0,0,0,,,
2016-10-13,13:00,,0,10,,,,
2016-10-13,13:30,,0,0,0,,,
2016-10-13,14:00,,12,14,,,,
2016-10-13,14:30,,0,0,0,,,
2016-10-13,15:00,,14,15,,,,
2016-10-13,15:30,,0,0,0,,,
2016-10-13,16:00,,9,14,,,,
2016-10-13,16:30,,0,0,0,,,
2016-10-13,17:00,,8,15,,,,
2016-10-13,17:30,,0,0,0,,,
2016-10-13,18:00,,8,16,,,,
2016-10-13,18:30,,0,0,0,,,
2016-10-13,19:00,,4,13,,,,
2016-10-13,19:30,,0,0,0,,,
2016-10-13,20:00,,4,14,,,,
2016-10-13,20:30,,0,0,0,,,
2016-10-13,21:00,,4,13,,,,
2016-10-13,21:30,,0,0,0,,,
2016-10-13,22:00,,6,13,,,,
2016-10-13,22:30,,0,0,0,,,
2016-10-13,23:00,,4,11,,,,
2016-10-13,23:30,,0,0,0,,,
2016-10-14,00:00,,3,12,,,,
2016-10-14,00:30,,0,0,0,,,
2016-10-14,01:00,,2,11,,,,
2016-10-14,01:30,,0,0,0,,,
2016-10-14,02:00,,2,12,,,,
2016-10-14,02:30,,0,0,0,,,
2016-10-14,03:00,,3,12,,,,
2016-10-14,03:30,,0,0,0,,,
2016-10-14,04:00,,5,14,,,,
2016-10-14,04:30,,0,0,0,,,
2016-10-14,05:00,,9,22,,,,
2016-10-14,05:30,,0,0,0,,,
2016-10-14,06:00,,51,33,,,,
2016-10-14,06:30,,0,0,0,,,
2016-10-14,07:00,,89,52,,,,
2016-10-14,07:30,,0,0,0,,,
2016-10-14,08:00,,93,50,,,,
2016-10-14,08:30,,0,0,0,,,
2016-10-14,09:00,,80,45,,,,
2016-10-14,09:30,,0,0,0,,,
2016-10-14,10:00,,92,49,,,,
2016-10-14,10:30,,0,0,0,,,
2016-10-14,11:00,,103,51,,,,
2016-10-14,11:30,,0,0,0,,,
2016-10-14,12:00,,86,48,,,,
2016-10-14,12:30,,0,0,0,,,
2016-10-14,13:00,,97,52,,,,
